instrument_token,last_trade_time,last_price,oi_day_high,oi_day_low,volume
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:34,762.95,0,0,4628128
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:35,762.95,0,0,4628135
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:36,763.2,0,0,4629156
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:37,763.2,0,0,4629401
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:38,763.1,0,0,4629449
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
